th1 (rad),w1 (rad/s),th2 (rad),w2 (rad/s)
3.427141800876697,-3.1204367144934047,5.366565140655567,2.833051571185399
3.395937433731763,-3.0533978016473413,5.394895656367421,2.8441457505592
3.3654034557152896,-2.988140661838493,5.423337113873012,2.862471554802419
3.335522049096905,-2.9242770333123262,5.451961829421037,2.887721526665906
3.306279278763782,-2.8614745685986134,5.480839044687696,2.919615366569717
3.277664533077796,-2.799460159262607,5.510035198353393,2.9578803008647085
3.24966993148517,-2.73802699962276,5.53961400136204,3.0022291186206824
3.2222896614889422,-2.6770457033448705,5.569636292548246,3.052334992402156
3.1955192044554934,-2.6164797458399796,5.600159642472268,3.1078023567628987
3.1693544069970936,-2.5564053167858494,5.631237666039897,3.168133454513853
3.143790353829235,-2.497035253921162,5.662919000585035,3.2326907814817742
3.118820001290023,-2.4387459994351417,5.695245908399852,3.3006566911940927
3.0944325412956717,-2.3821053866547897,5.728252475311793,3.3709929798754286
3.0706114874291237,-2.3278974901913156,5.761962405110547,3.4424054096883445
3.0473325125272104,-2.27713884911121,5.796386459207431,3.513320721255885
3.024561124036098,-2.2310784310107477,5.83151966641999,3.5818862916093472
3.0022503397259905,-2.191172422904962,5.867338529336084,3.646004303124038
2.980338615496941,-2.159025357115619,5.903798572367324,3.7034117055155473
2.958748361925785,-2.1362924126110667,5.940832689422479,3.751812766661337
2.937385437799674,-2.1245447857932773,5.978350817089093,3.789061541727627
2.9161399899417413,-2.125110357764388,6.016241432506369,3.813377747812533
2.8948888863640976,-2.1389130504978424,6.054375209984495,3.823564599177548
2.873499755859119,-2.1663419225001106,6.092610855976271,3.819186942609717
2.851836336634118,-2.20718057490583,6.130802725402368,3.800668709746562
2.82976453088506,-2.2606166379426123,6.168809412499833,3.769283163943431
2.807158364505634,-2.3253324310451036,6.206502244139267,3.72703437641367
2.783905040195183,-2.3996580292741836,6.243772587903404,3.676454894873968
2.7599084599024413,-2.4817545462847277,6.280537136852144,3.6203625341899732
2.735090914439594,-2.56979288146956,6.316740762194043,3.561622761148477
2.7093929856248984,-2.662100699239578,6.352356989805528,3.5029532994634716
2.682771978632503,-2.7572633193266634,6.3873865228001625,3.4467905566692547
2.6551993454392364,-2.8541770144945846,6.421854428366855,3.3952205219644167
2.6266575752942907,-2.9520622616571757,6.455806633586499,3.3499647670832937
2.597136952677719,-3.0504487171299446,6.489306281257332,3.312406519821248
2.5666324655064194,-3.149143961533021,6.522430346455544,3.2836413485580516
2.535141025891089,-3.248196017862985,6.555266759941125,3.2645396701325473
2.5026590657124594,-3.347856786043414,6.58791215664245,3.255812115039644
2.469180497852025,-3.4485508390825443,6.620470277792847,3.258072469056422
2.4346949894611996,-3.5508519475248415,6.65305100248341,3.2718958580294384
2.3991864699859513,-3.655468336325961,6.685769961063705,3.2978719276602813
2.362631786622692,-3.7632369410388193,6.718748680340307,3.3366541167471917
2.3249994172123034,-3.875126665683273,6.752115221507779,3.389006939588226
2.286248150555471,-3.992250705102274,6.7860052909036614,3.4558536831646123
2.246325643504448,-4.115888260218574,6.820563827735308,3.5383272402398536
2.2051667609022623,-4.247516348489418,6.855947100137707,3.637827025244964
2.162691597417368,-4.3888527934324095,6.892325370390156,3.7560850499758205
2.118803069483044,-4.541911708369164,6.929886220889914,3.8952441210612423
2.0733839523993525,-4.709072548530403,6.968838662100526,4.057950337311638
2.0262932269140483,-4.893162384746189,7.009418165473643,4.24745961765461
1.9773616030665864,-5.09754688276191,7.051892761650189,4.467751654538866
1.9263861342389672,-5.326215099730898,7.0965702781955775,4.723629570901258
1.8731239832416582,-5.583819101575131,7.14380657390459,5.020749024302078
1.817285792225907,-5.8755754667677795,7.194014064147611,5.365443866700737
1.7585300375582291,-6.206819100124385,7.247668502814618,5.764050468547386
1.6964618465569852,-6.581760387669946,7.305309007500092,6.22109504903625
1.6306442426802856,-7.000557293596828,7.367519957990455,6.73508945322396
1.5606386697443173,-7.4532247549485975,7.434870852522694,7.289852745296954
1.4861064221948312,-7.909006937348911,7.507769379975664,7.839428069698677
1.4070163528213422,-8.303978341368062,7.586163660672651,8.290514411764164
1.3239765694076615,-8.5433812443904,7.669068804790292,8.505727638086332
1.2385427569637575,-8.547451395179579,7.754126081171155,8.368304052247648
1.1530682430119616,-8.3246368344171,7.837809121693632,7.885704338633579
1.0698218746677906,-7.974689948227994,7.916666165079968,7.194749253506383
0.9900749751855106,-7.605522147642926,7.988613657615032,6.445101297572654
0.9140197537090813,-7.278099790254653,8.053064670590759,5.721440138186054
0.8412387558065347,-7.0124235538811925,8.11027907197262,5.051206100830265
0.7711145202677228,-6.808703132235666,8.160791132980922,4.433936710359321
0.703027488945366,-6.660528069466342,8.205130500084515,3.859654004236446
0.6364222082507026,-6.560395787229511,8.24372704012688,3.316678388563403
0.5708182503784075,-6.501523700774578,8.276893824012513,2.7942925120017903
0.5058030133706617,-6.478217243088982,8.30483674913253,2.2834089239636084
0.4410208409397719,-6.485751090922844,8.327670838372166,1.776575759154766
0.3761633300305435,-6.5201196171050295,8.345436595963713,1.2678186059358203
0.3109621338594932,-6.577777859909966,8.35811478202307,0.7524870385265526
0.2451843552603935,-6.655409676975398,8.365639652408337,0.22715163803688865
0.17863025849063952,-6.749732112690061,8.367911168788705,-0.3104471843413269
0.1111329373637389,-6.85733808404127,8.364806696945292,-0.8614133775767161
0.0425595565233262,-6.97457941315852,8.356192563169525,-1.4256931696837005
-0.027186237608259,-7.097493514635795,8.341935631472689,-2.0020790864882834
