th1 (rad),w1 (rad/s),th2 (rad),w2 (rad/s)
0.8788943710177438,-2.4402088080136064,4.004351636505794,0.7294126980836576
0.8544922829376077,-2.5175551146115307,4.01164576348663,0.7255603951817259
0.8293167317914923,-2.5895655506843007,4.018901367438447,0.7294524875534273
0.8034210762846493,-2.6557220491857816,4.026195892313981,0.741953286902099
0.7768638557927915,-2.715573138132302,4.033615425183003,0.763837730892568
0.7497081244114685,-2.7687567139485423,4.041253802491928,0.7957575087904315
0.7220205572719831,-2.815021477992528,4.049211377579833,0.8382097011774842
0.6938703424920578,-2.8542455580155894,4.057593474591608,0.8915103232086697
0.6653278869119019,-2.8864508535337605,4.0665085778236945,0.9557750968376446
0.6364633783765643,-2.9118118122481245,4.076066328792071,1.030909460596091
0.6073452602540831,-2.930657672484369,4.086375423398032,1.1166092501430038
0.5780386835292394,-2.9434676803583812,4.0975415158994615,1.2123726825964996
0.5486040067256556,-2.950859370002592,4.109665242725426,1.3175233293784716
0.5190954130256297,-2.9535706159094746,4.122840476019211,1.431242780231882
0.48955970686653494,-2.9524367468555646,4.13715290382153,1.5526108208258653
0.4600353393979793,-2.9483644673438323,4.152679012029789,1.6806502998515942
0.43055169472454097,-2.9423045968395094,4.169485515028304,1.8143735487132628
0.40112864875614584,-2.935225672396005,4.187629250515437,1.9528272825658948
0.3717763920321858,-2.9280902700905247,4.207157523341096,2.095133334230726
0.3424954893312806,-2.921835527949308,4.228108856683404,2.240523270762461
0.31327713405178753,-2.917358869270265,4.250514089391029,2.3883657947208072
0.2841035453590849,-2.9155094134812227,4.274397747338237,2.5381867061854675
0.2549484512242727,-2.9170850985319317,4.299779614400092,2.6896819822646414
0.22577760023895335,-2.922835180872057,4.326676434222738,2.84272514058138
0.19654924843023278,-2.9334675563446733,4.355103685628552,2.9973704593666195
0.16721457286678604,-2.9496602621631687,4.385077390222218,3.1538538380609498
0.13771797024515436,-2.972076561269308,4.416615928602828,3.312593137228159
0.10799720463246129,-3.0013831491718004,4.449741859975109,3.474189788856259
0.07798337314074329,-3.0382712294077,4.484483757863672,3.6394333731575514
0.04760066084666629,-3.083480447540198,4.520878091595248,3.809310762057967
0.016765856371264307,-3.1378259270629716,4.5589711992158275,3.9850213614778713
-0.014612402899365412,-3.2022288822168545,4.598821412830606,4.167999946721277
-0.04663469172153396,-3.277751444631649,4.6405014122978185,4.359948538995694
-0.07941220616785044,-3.3656363418112933,4.684100897687776,4.562878604748899
-0.11306856958596337,-3.467351717997546,4.729729683735265,4.779164321225468
-0.14774208676593883,-3.5846402993800783,4.777521326947519,5.011606205745925
-0.18358848975973963,-3.719569458660918,4.827637389004979,5.263500933276511
-0.2207841843463488,-3.874572836649862,4.880272398337744,5.538705342366385
-0.2595299127128474,-4.052461553900047,4.935659451761408,5.841665656619027
-0.30005452825184786,-4.256356649159298,4.994076108327598,6.177347061906924
-0.34261809474344085,-4.489440395628833,5.055849578946668,6.550924721249806
-0.3875124986997292,-4.754317457279341,5.121358826159166,6.966949864852471
-0.4350556732725226,-5.051580271996938,5.19102832480769,7.427431094337156
-0.48557147599249195,-5.376867384184331,5.265302635751062,7.927842398834003
-0.5393401498343353,-5.715448410258389,5.344581059739402,8.449703294499411
-0.5964946339369193,-6.034036004192144,5.429078092684396,8.949280373415155
-0.6568349939788407,-6.273584211409927,5.518570896418547,9.347575907069812
-0.71957083609294,-6.356476800957126,5.612046655489245,9.540166458148173
-0.7831356041025113,-6.224880134928018,5.7074483200707276,9.450106879352292
-0.8453844054517914,-5.890999261330993,5.801949388864251,9.096947252642469
-0.9042943980651014,-5.43442152842143,5.892918861390675,8.592071138732418
-0.9586386133493157,-4.942363637608385,5.978839572777999,8.055673871710939
-1.0080622497253995,-4.468040168327151,6.059396311495108,7.560013917178093
-1.052742651408671,-4.031792323171275,6.13499645066689,7.131938467881961
-1.0930605746403839,-3.6361322697696945,6.206315835345709,6.774084215470262
-1.1294218973380807,-3.2765881978294478,6.274056677500412,6.479874592429012
-1.1621877793163753,-2.946881623918784,6.338855423424702,6.240560089068891
-1.1916565955555631,-2.6409255995489627,6.401261024315391,6.047863194110012
-1.2180658515510527,-2.353436787133793,6.4617396562564915,5.894733653904396
-1.2416002194223907,-2.0800193588375544,6.520686992795535,5.775397169072192
-1.2624004130107662,-1.8170758823722892,6.578440964486257,5.685180473125865
-1.2805711718344892,-1.5616806194533763,6.635292769217515,5.620293336798533
-1.296187978029023,-1.3114621325079674,6.691495702585501,5.577627851569063
-1.3093025993541028,-1.064508143889024,6.747271981101191,5.5545901905531805
-1.319947680792993,-0.8192933389164236,6.802817883006723,5.548964407995188
-1.3281406141821572,-0.5746269049392889,6.858307527086675,5.558803431411572
-1.33388688323155,-0.32961575991727804,6.91389556140079,5.582342050058185
-1.3371830408307228,-0.0836395853967919,6.969718981901372,5.617927651174187
-1.3380194366846907,0.1636658308860091,7.025898258413114,5.6639656722818605
-1.3363827783758306,0.4124200755041332,7.082537915135933,5.7188778591766125
-1.3322585776207894,0.6625072639946981,7.139726693727699,5.7810723241719675
-1.3256335049808423,0.9135854891723543,7.197537416969419,5.848925046153231
-1.3164976500891188,1.1650989390257132,7.256026667430951,5.920772821247352
-1.3048466606988616,1.4162947343024834,7.315234395643424,5.994917742891159
-1.2906837133558366,1.6662460656464555,7.375183573072336,6.069643054053148
-1.2740212526993722,1.9138825565422122,7.435880003612867,6.14323968610899
-1.25488242713395,2.158027940667859,7.497312400473957,6.214042030387704
-1.2333021477272714,2.397444169838835,7.559452820777834,6.280470581013816
-1.2093277060288832,2.630880064014754,7.622257526587973,6.341078191738184
-1.1830189053887357,2.857121723125808,7.685668308505354,6.394595987679437
-1.1544476881574777,3.0750413038319606,7.749614268382149,6.439974646541281
-1.123697275119158,3.2836405633037766,7.814014014847562,6.47641694796267
-1.0908608694861204,3.482085864759107,7.878778184327189,6.503398230044644
-1.0560400108385293,3.6697321113231913,7.943812166627636,6.520672620120437
-1.0193426897252973,3.8461342120708006,8.00901889282884,6.52826444414195
-0.9808813476045892,4.011045995773562,8.074301537270259,6.526445815153747
-0.9407708876468536,4.164407750700873,8.139565995421796,6.515702793852744
-0.8991268101398449,4.306324581519942,8.204723023360323,6.496693492496162
-0.8560635643246455,4.437038402642178,8.269689958285285,6.470201944430689
-0.8116931802982237,4.556896586638282,8.334391977729592,6.437091485176104
-0.7661242144318409,4.666320097604637,8.398762892581352,6.398260883495124
-0.7194610134557945,4.765773464316699,8.462745501416304,6.354605676445161
-0.6718032788126275,4.855738314659593,8.526291558180755,6.306986268870869
-0.6232458956660315,4.936691523466091,8.589361420869464,6.256203499826961
-0.5738789804313706,5.009088415287747,8.651923455867733,6.202981656152085
-0.5237880962784932,5.0733509699094235,8.713953272429254,6.147958377292087
-0.473054586579399,5.129860624645496,8.775432856202174,6.091680553226865
-0.42175598033294404,5.1789550496649355,8.836349661734443,6.034605147167581
-0.3699664298362947,5.220928170093085,8.89669571320612,5.9771038392350615
-0.3177571481353638,5.256032693434937,8.95646675159847,5.919470445327491
-0.26519682120101445,5.284484444618182,9.015661456051744,5.861930179286462
-0.21235197675483264,5.306467889149668,9.074280757844608,5.80464996637462
-0.15928729786333595,5.322142318629876,9.132327257508354,5.747749160777608
-0.1060658746770372,5.331648269077588,9.18980474911613,5.691310156065012
-0.052749391986261315,5.335113833096341,9.246717850676779,5.635388498330681
0.0006017463447020935,5.332660607642156,9.303071735660087,5.580022214609244
0.053928352421123656,5.324409088490329,9.35887195780618,5.525240154493854
0.10717244330602695,5.310483380584501,9.414124359351119,5.471069212548556
0.16027727711187195,5.291015141321636,9.468835051476605,5.417540355603463
0.21318742852508832,5.266146712882401,9.523010455032638,5.364693424831843
0.26584889565391234,5.236033431382593,9.576657389280957,5.3125807197983015
0.31820922996773826,5.200845126161569,9.62978319647894,5.2612694021324184
0.37021768122935395,5.160766842963355,9.682395890500263,5.210842781335492
0.4218253496589875,5.11599884088276,9.734504318313618,5.161400565258765
0.47298533806781506,5.06675592530481,9.786118323966207,5.113058173460932
0.5236528973208632,5.01326618805839,9.837248905700816,5.065945223202173
0.573785559201447,4.955769231923843,9.887908357932838,5.020203305385877
0.6233432515206855,4.894513959713902,9.938110390986697,4.975983171414525
0.6722883911178245,4.8297560086123115,9.987870222700842,4.933441451821431
0.7205859512039475,4.761754908553584,10.037204637219055,4.892737023904405
0.7682035002894834,4.690771039456249,10.0861320074581,4.854027138768165
0.8151112106840459,4.617062456435658,10.13467227884578,4.817463408654865
0.8612818352484025,4.540881645138192,10.182846912932328,4.783187743803536
0.9066906516997845,4.4624722615312375,10.230678790370364,4.75132831503195
0.9513153743150968,4.382065902375162,10.278192073520684,4.721995604560643
0.9951360333388485,4.2998789447510335,10.32541202956629,4.6952785941330415
1.0381348227863587,4.216109485995906,10.372364815507622,4.671241127085021
1.0802959176463178,4.130934409782989,10.419077226778471,4.649918470535082
1.1216052617441477,4.044506600438438,10.465576411483822,4.6313140961270225
1.1620503277485321,3.9569523264376034,10.511889552445092,4.615396693533496
1.2016198510129081,3.8683688158434006,10.558043519380428,4.602097430918899
1.2403035391713422,3.7788220516262077,10.604064493689616,4.591307481358078
1.2780917596876042,3.6883448236044636,10.649977568503198,4.582875844264539
1.314975207923649,3.596935086258649,10.695806326945844,4.576607506448972
1.3509445587862354,3.5045546877417215,10.741572402010334,4.572262008473155
1.3859901056636525,3.4111285545372607,10.787295022095066,4.569552508054895
1.4201013912090252,3.3165444374450535,10.832990547175614,4.568145462439649
1.4532668355834757,3.220653346355196,10.87867200180001,4.567661084183137
1.4854733690470276,3.1232708213373908,10.924348612641841,4.567674757071699
1.5167060772604015,3.024179202829983,10.970025360212558,4.56771962724237
1.5469478692887013,2.923131070218311,11.015702556484982,4.567290604066055
1.5761791799908844,2.8198540111484918,11.061375462525643,4.56585000999906
1.6043777201023692,2.714056858389917,11.107033962625634,4.562835101513151
1.6315182886862685,2.6054374819276527,11.152662313640766,4.557667637277565
1.657572663505545,2.493692147248263,11.198238990013541,4.549765588695476
1.6825095849780276,2.3785263447107767,11.243736645900496,4.538556967677049
1.7062948484251355,2.2596668613054223,11.289122215577267,4.523495587214815
1.7288915170381898,2.1368747117808025,11.334357171449415,4.5040783778900915
1.750260264155998,2.009958383720474,11.379397955228317,4.479863671252148
1.7703598479932026,1.8787866992361797,11.424196591940838,4.450489650344724
1.7891477149855644,1.7433004776900534,11.468701488444285,4.415691986603937
1.8065807197624648,1.60352212414378,11.512858408310324,4.375319562763372
1.8226159410039027,1.4595622892681912,11.556611603937958,4.329347153799473
1.8372115638965847,1.3116228625526394,11.599905075475952,4.277884025115395
1.850327792522111,1.1599957733771786,11.642683915727106,4.22117761769656
1.8619277502558829,1.005057369533385,11.684895691904073,4.159611813615539
1.8719783239512167,0.8472584899281965,11.726491810040228,4.093699681688562
1.8804509088504986,0.6871107052121845,11.767428806857113,4.024071045194918
1.8873220159026205,0.5251695196715589,11.807669517309062,3.951455635113518
1.8925737110993361,0.36201556654525757,11.847184073660197,3.876662938259332
1.8961938667647886,0.19823495597656615,11.88595070304279,3.8005600767131678
1.8981762163245544,0.03439993724687526,11.923956303809922,3.724049139458179
1.8985202156970231,-0.12894907825981441,11.961196795204504,3.6480453287498005
1.897230724914425,-0.2913192956908688,11.997677248492002,3.5734571034488454
1.8943175319575163,-0.4522785465570729,12.03341181952649,3.5011692357304396
1.8897947464919456,-0.6114652465572461,12.068423511883795,3.432029389702087
1.8836800940263732,-0.7685952903151897,12.102743805780817,3.366838522704073
1.8759941411232213,-0.9234661026498321,12.136412191007857,3.3063451368414585
1.8667594800967229,-1.0759582399547927,12.169475642376272,3.2512431926360135
1.855999897697175,-1.2260350480391957,12.201988074302632,3.2021733495324156
1.843739547216783,-1.3737409388448687,12.234009807797955,3.159727119811123
1.8300021378283344,-1.519198858265468,12.265607078996066,3.1244535061703096
1.8148101492456798,-1.6626074943063538,12.296851614057768,3.0968677275244434
1.7981840743026163,-1.8042387329903642,12.327820291333012,3.0774617098427988
1.7801416869727127,-1.9444358214474224,12.35859490843144,3.06671611749258
1.7606973287582384,-2.08361265406069,12.389262069606366,3.065113816260767
1.7398612022176314,-2.2222545664340867,12.419913207768973,3.0731547856073878
1.7176386565532906,-2.360921008965635,12.450644755625047,3.091372631161672
1.6940294464636343,-2.500250480454683,12.481558481936665,3.1203529875837255
1.6690269416590875,-2.6409681337677804,12.512762011812502,3.1607542461654585
1.6426172603214098,-2.7838965186800975,12.544369554274157,3.2133311891916385
1.6147782951346088,-2.9299699954315788,12.576502866166074,3.2789622573250683
1.585478595180293,-3.080253420962121,12.609292488739325,3.358681298098832
1.5546760609706718,-3.235965744337141,12.642879301720313,3.4537146978852284
1.5223164035273005,-3.3985090770054063,12.677416448699166,3.5655246879605786
1.4883313127572464,-3.5695034796563663,12.71307169557877,3.6958591313584095
1.4526362779606827,-3.750826830044526,12.750030286892354,3.846806819155401
1.4151280096602374,-3.9446570981333986,12.788498355083908,4.020854379029317
1.3756814386789034,-4.153509937386624,12.8287068988742,4.220934611296439
1.334146339305037,-4.380255276664182,12.870916244987164,4.450443005598856
1.290343786538395,-4.628077808471916,12.915420675043153,4.713172667883594
1.244063008453676,-4.900308905871946,12.96255240172199,5.013065238204758
1.1950599193949565,-5.199985762765446,13.012683054104038,5.353574396738622
1.1430600617673021,-5.528864725637847,13.066218798071423,5.73625729997946
1.0877714145109236,-5.885417032859758,13.123581371071218,6.157929696601266
1.028917244182326,-6.261147484776803,13.18516066803723,6.60545643608547
0.9663057693345579,-6.6348448016239745,13.251215232398085,7.047626607145516
0.8999573213183182,-6.966403394242667,13.32169149846954,7.426421424655979
0.8302932873758915,-7.197362560029222,13.3959557127161,7.657736517974515
0.7583196617755993,-7.2705281960356105,13.472533077895845,7.6589791644223775
0.6856143798152432,-7.167822306807914,13.549122869540069,7.402387520223176
0.6139361567471641,-6.930068426977197,13.6231467447423,6.943087743066475
0.5446354724773921,-6.628702755405957,13.692577622172966,6.379662133828207
0.4783484449233325,-6.32323039859791,13.756374243511248,5.794558776446573
0.4151161409373534,-6.045836603258697,13.814319831275714,5.23238737365884
