th1 (rad),w1 (rad/s),th2 (rad),w2 (rad/s)
3.372008063607637,-1.4043064756868695,3.6706086192343554,-1.7967530160078526
3.3579649988507683,-1.3927704468654614,3.652641089074277,-1.7641210409135744
3.3440372943821135,-1.3829550510940993,3.634999878665141,-1.731216128168216
3.3302077438711724,-1.374826129654417,3.617687717383459,-1.6980743494449917
3.3164594825746283,-1.368353136419213,3.600706973889009,-1.6647263805615211
3.302775951210436,-1.3635091537528088,3.5840597100833937,-1.6311977072421924
3.289140859672908,-1.360270885645291,3.5677477330109717,-1.5975088468087348
3.2755381508164554,-1.3586186284156099,3.5517726445428845,-1.5636755868791856
3.261951964532299,-1.3585362192703088,3.536135888674093,-1.5297092423343288
3.2483666023395963,-1.360010962902785,3.5208387962507497,-1.4956169320314854
3.2347664927105684,-1.3630335361660844,3.505882626930435,-1.4614018770094956
3.2211361573489077,-1.36759787065561,3.4912686081603397,-1.42706372223389
3.207460178642352,-1.373701012803815,3.476997970938001,-1.392598884272345
3.1937231685143135,-1.3813429608257517,3.4630719820952773,-1.35800092765899
3.1799097389060558,-1.3905264775730923,3.4494919728186875,-1.3232609730897105
3.166004474130325,-1.4012568780679806,3.4362593630877902,-1.2883681409730352
3.151991905349645,-1.4135417902125642,3.42337568167806,-1.2533100342216978
3.137856487447519,-1.4273908869241239,3.4108425813358427,-1.2180732644825352
3.1235825785782776,-1.4428155877517927,3.398661848691017,-1.1826440262351976
3.1091544227007595,-1.4598287279154945,3.386835408428665,-1.1470087233048074
3.0945561354216045,-1.478444192701966,3.375365321195617,-1.1111546522847437
3.079771693494585,-1.4986765152923385,3.3642537746727696,-1.075070747100348
3.0647849283416617,-1.520540436421096,3.3535030672017663,-1.038748388402616
3.049579523977451,-1.544050424821629,3.34311558331774,-1.002182280596895
3.0341390197292344,-1.5692201582458705,3.333093760511771,-0.9653713980153058
3.0184468181467756,-1.5960619660015776,3.3234400465316183,-0.928319999962842
3.0024861984867597,-1.624586235474001,3.31415684653199,-0.8910387120407552
2.9862403361320196,-1.6548007870233552,3.3052464594115825,-0.8535456682248189
2.969692328261786,-1.6867102239941945,3.2967110027293343,-0.8158677046213026
2.952825226021844,-1.7203152673314661,3.288552325683121,-0.7780415916468393
2.9356220733485294,-1.7556120874298335,3.280771909766653,-0.7401152866372593
2.918065952474231,-1.7925916492613077,3.27337075690028,-0.7021491837090035
2.900140035981618,-1.8312390903882823,3.26634926506319,-0.664217332281084
2.881827645077735,-1.8715331549666776,3.259707091740379,-0.6264085903164924
2.8631123135280685,-1.913445709999685,3.253443005837214,-0.5888276734607314
2.8439778564280718,-1.9569413725728646,3.247554729102607,-0.5515960573391031
2.8244084427023433,-2.0019772781892784,3.242038768529216,-0.5148526878974865
2.8043886699204505,-2.0485030202049885,3.236890241650241,-0.47875445444625064
2.7839036397184005,-2.0964607883297015,3.2321026971057787,-0.4434763825865158
